	reagent	Anaphase	Apoptosis	Artefact	Binuclear	Elongated	Folded	Grape	Hole	Interphase	Large	Metaphase	MetaphaseAlignment	Polylobed	Prometaphase	SmallIrregular	UndefinedCondensed
90	AKT1-2	0.024118088690794993	0.02712490199223107	0.052634728140872084	0.17109414955280683	0.026522280764189138	0.021183584060792213	0.032310465743283334	0.036198499382530266	0.26635818250087356	0.02710658907274626	0.03844910332545492	0.047025862238479925	0.09497626307373207	0.05669300594673223	0.05103481783968582	0.02716947767479481
91	EGFR-2	0.023791185149336317	0.029633727323028408	0.05756268704241324	0.1559245081616502	0.030719320641375163	0.023629516461716037	0.03617275852598207	0.034820949263696194	0.21719247532177635	0.03873703952349144	0.0354652575893667	0.05534900162379018	0.12467856138472058	0.0543987653178078	0.06012336375258238	0.02180088291726628
92	BRD4-2	0.020945757373646377	0.02731368125701156	0.061261488314600786	0.14251144121610823	0.03209905787642677	0.019883813915409432	0.0564723659165651	0.0407254303366603	0.21189880988505766	0.05258901409334164	0.030824800322257432	0.05514870554339982	0.11761851266445691	0.07185254539803614	0.033195180869938695	0.02565939501708317
93	CSNK1A1-2	0.03156430623721579	0.03154241279651786	0.05126982502283212	0.12133650690598019	0.04149089027836088	0.019885271082610536	0.034550326848902455	0.05184978158553264	0.2703306912949972	0.04506830168751042	0.040189712228490104	0.04708861955792628	0.07077723575371067	0.06393415574743315	0.04925352697165667	0.029868436000322737
94	CTNNB1-1	0.03169774478806968	0.036155377701640054	0.05865267555939015	0.09289816901169004	0.0470889994109295	0.020540691612960366	0.036918910107283806	0.04948354475198524	0.23789665688462788	0.02673819322048887	0.03642257433735908	0.04878975677071457	0.07160765835222338	0.09953142234551711	0.07180814408299399	0.03376948106212629
95	ERBB2-2	0.024794466749239106	0.026637862663857672	0.05988676529771995	0.1432159363228999	0.03393182368085555	0.02316660916118995	0.03300815821786977	0.03167043204534241	0.23482405971610723	0.0327188446602607	0.03946393496761635	0.05699135600213942	0.11249090909547595	0.06701301349465039	0.05531899449013834	0.024866833434636904
96	CCND1-2	0.019125025187181535	0.026893096596454745	0.016809824681573177	0.05987173304526353	0.04387414559182754	0.007190491023651019	0.047505258322044136	0.02294070260813614	0.17001031163944105	0.23262497656259193	0.030750228449776446	0.03741907468731629	0.20235284838963397	0.06400104834731289	0.004277354566469394	0.014353880301325755
97	PTK2-1	0.023761470283734907	0.029070665615263513	0.06290947016446502	0.16066412909071498	0.033096001422125064	0.02262395222111351	0.031209890612157714	0.031266223744140904	0.23879496462254637	0.025172629932798875	0.035630130592369406	0.04698513758153176	0.09502864828966655	0.07527031790394738	0.06182170420158014	0.026694663721844966
98	STAT3-2	0.024533817194785593	0.02443702395892237	0.04598026400206742	0.16198576770253476	0.03248973030045642	0.020362084763175622	0.032478111564615525	0.03064415897277664	0.29504649321887094	0.03424298790437465	0.031692583335257415	0.040300860858635025	0.10974387594086989	0.050362631123934576	0.04537940995175152	0.020320199206971284
99	TXN-2	0.022424710268163506	0.026340185116028408	0.03839913008066263	0.1508866759476365	0.03783449749237839	0.016315904992663475	0.03086462944195694	0.03713318569779875	0.318802366331184	0.04586346172264794	0.031706035807469404	0.040484844216462326	0.09672723172009978	0.05757674861626313	0.02653428906962804	0.022106103478957615
100	CDK4-3	0.023905364696261207	0.026661938217025543	0.04284122706984007	0.07579104972574231	0.04309579257760938	0.013601940157234113	0.03504676551702016	0.03292278630548922	0.2166410356332837	0.18592076340848768	0.03528720764063999	0.04624152034075204	0.0859485000935657	0.08513776107441576	0.021680018589695406	0.029276328952937896
101	GLS-1	0.025805781685173144	0.02691970728023983	0.045287838898885144	0.17467345394655245	0.029947376342659957	0.024467734162613722	0.0325977419212631	0.03238887208252044	0.24107157833361886	0.033200725489348416	0.03867627370601327	0.04625164923893052	0.1199339752602782	0.05296647440879889	0.05481234141472587	0.02099847582837886
102	GPX4-1	0.01873579849571166	0.056643812418803105	0.03332649580398189	0.05862227272888334	0.0738731220052642	0.01626080324983943	0.02177866126166485	0.028321145722526597	0.2568304081475508	0.030665183544404277	0.04577862438914114	0.05920822279455406	0.05837235933200341	0.15894270738540037	0.01979986904655437	0.06284051367371672
103	PIK3CA-2	0.024851620774195383	0.02740340141351752	0.052721451175825364	0.1451406434116516	0.033156313608849984	0.02167322307998664	0.03567867777169136	0.0336725913976391	0.2867174623381783	0.03244729321584575	0.03548256610470107	0.050684143882690415	0.09124995723047051	0.05826946647882509	0.04777491945003006	0.023076268665903336
104	SDHB-1	0.023517119424688395	0.02439819098474078	0.03880988098808403	0.15204376325281238	0.03120573745714695	0.01683536430450141	0.029637819851413817	0.039386937047841464	0.32994464807514023	0.04196901891773736	0.03296625707038555	0.03927492451149736	0.091390091573463	0.05148320985865809	0.03532447288608153	0.02181256379580806
105	ATP50-1	0.02100007808604469	0.02867151406067561	0.044430979821358546	0.18165572095266333	0.026238242520246455	0.019865401878629455	0.03544422096022974	0.030769262319053033	0.31130778386389873	0.03751907201515481	0.0306706546806514	0.03355752463405037	0.10680925701104814	0.03986265271795859	0.031873815061846396	0.020323819416490255
106	ATP50-2	0.02236915583479257	0.028337106798918786	0.05156768654697968	0.13771318728852566	0.040030537806391535	0.02039415770817003	0.03446873639868036	0.03399352426455953	0.2868386074101916	0.03381561162881261	0.03331064108144213	0.044616600232883365	0.09928796851858113	0.0644893708582762	0.04259421232756767	0.02617289529522725
107	BCL2-2	0.025861336327154354	0.027177595626078365	0.04786931773946403	0.1445721872565231	0.03282903173869834	0.02096638324855478	0.03323842506295554	0.03275523201646723	0.3054006326663071	0.03586661767583509	0.03282502173046987	0.04258858775712725	0.09282810272373904	0.05810169042165194	0.04361802422126573	0.023501813787708457
108	KRAS-2A	0.024618317853531607	0.027184778077083006	0.05534744713615402	0.14034308442881377	0.027573561528879954	0.024714529173195998	0.03196097312043244	0.03398353619578349	0.25152412026271653	0.0387148340688474	0.03409648400038057	0.05308344595731126	0.09490759867416981	0.06878425306996876	0.06718695192804502	0.025976084524687384
109	CDK2-1	0.024685051073930743	0.02865835062898399	0.05108344165108527	0.16122369171559323	0.029857935788003616	0.019673270975876178	0.03552408078496965	0.0375009958872835	0.27050152692780016	0.04336675884364971	0.03265399745259252	0.04705396485978938	0.09991915528498933	0.0540631964942498	0.04092627530524537	0.02330830632595796
110	XBP-2	0.023501259577850958	0.02669954372314419	0.0395770889672908	0.1458068617648643	0.029329247050395534	0.01593638259624395	0.03585556495841841	0.040379545431616086	0.31234364397425607	0.03188434769375808	0.031467699381083514	0.044601519827959187	0.11418240136221927	0.05249270261408924	0.03260592844023355	0.023336262636576673
111	ERBB2-1	0.025034383972693336	0.02418908128671112	0.06197243996383107	0.14477531225358173	0.02939435385202312	0.020295069707876996	0.031789151477119644	0.036649170425241254	0.26164004505110705	0.03383000545744588	0.03366196986733608	0.05438517808561265	0.11008414705349205	0.06536343650410792	0.0432984341903343	0.023637820851484977
112	KIF11-1	0.018584846166637102	0.022561895522875682	0.03231171432190835	0.10908326421374394	0.043520657460797585	0.011033780214587237	0.022353124647406485	0.032848022565108506	0.350844886581711	0.07303788209992981	0.03140730305654579	0.04021296519650001	0.09445510963811884	0.07505389827060105	0.013716341843805845	0.028974308199722736
113	KRAS-1	0.023289177741647946	0.027198131825675684	0.05225915353307881	0.15207774131879137	0.03026001585546324	0.017057207991448175	0.02955547167230465	0.03560464421820223	0.2974235527175892	0.042261730824347817	0.032439450041133355	0.04836594376015175	0.09484376773295536	0.056447202048080396	0.035135466123450164	0.025781342595679362
114	MTOR-2	0.02442455400666922	0.02289411789863423	0.03501921364321719	0.16186069290448984	0.038082935439113376	0.01744631683174643	0.030330833612922353	0.03859167140232033	0.3348065934206829	0.030179375506211147	0.03403491313695645	0.0389032092309116	0.08180880504153473	0.05271524817643418	0.037645156237061744	0.02125636351109404
115	KIF11-2	0.017147219426685383	0.07398218719966443	0.02976349253964838	0.1101763957477146	0.02173194276677591	0.009476210394582577	0.012062307626840458	0.01489149874225966	0.2776232472351651	0.11015899275747584	0.026058611590743182	0.05234266554853411	0.11982372172318688	0.09785943456817776	0.004876766020031702	0.02202530611251388
116	SUZ12-2	0.025630518577592392	0.02490941730590609	0.039623828778562055	0.1571195044920314	0.03340883816485105	0.016978695897480956	0.03507481806799272	0.03380383684461379	0.3139628269711121	0.057751880484908355	0.030468656127500708	0.03991934847128309	0.09685987756640309	0.049607357146585956	0.02520426025182138	0.01967633485135499
117	ERBB3-2	0.022532698227722282	0.02444283972719092	0.05879791569945965	0.16340768019724908	0.028120304627762695	0.02330741040378995	0.03455934147211243	0.031188581078887657	0.23186884001315305	0.023518225172297583	0.033312515135651505	0.0453664865576393	0.11123350044117147	0.06968713795147725	0.07289892719611042	0.025757596098325994
118	SLC2A1-1	0.025409234895627558	0.02332333191516284	0.02696450318994239	0.10037943555180834	0.043104334220092355	0.012300951840045498	0.025505882783124878	0.04567038232724997	0.3592442325920481	0.062440974363758256	0.03014093737409096	0.04226293708365923	0.06094694171453369	0.09334029155009856	0.02409409249269475	0.02487153610606305
